0	1	5	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215
215	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	215	215
215	80	80	215	215	66	215	80	215	215	215	215	215	215	215	215	215	80	215	215
215	80	80	215	215	215	215	80	215	215	215	215	215	215	215	80	80	80	215	215
215	80	80	215	215	215	255	80	215	215	215	215	215	215	215	215	215	80	215	215
215	80	80	215	215	215	215	80	215	250	251	215	215	215	215	215	215	80	215	215
215	80	80	215	215	215	215	80	66	252	253	215	80	80	215	215	215	80	215	215
215	80	80	215	215	215	215	80	80	80	80	80	80	80	80	80	80	80	215	215
215	80	80	215	215	215	215	215	215	215	215	215	80	80	215	215	80	80	215	215
215	80	80	215	215	215	215	215	66	215	215	60	80	80	241	215	80	80	215	215
215	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	215	215
215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215
