0	1	1	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211
211	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	211	211
211	80	91	211	211	211	211	80	211	250	251	80	80	211	211	211	211	80	211	211
211	80	80	80	80	80	80	80	211	252	253	80	80	211	211	211	211	80	211	211
211	211	211	211	241	211	211	211	211	211	211	80	80	211	211	211	211	80	211	211
211	80	80	80	80	80	211	211	211	211	211	80	211	211	211	211	211	80	211	211
211	80	211	211	211	80	211	211	211	211	211	80	211	211	211	211	80	80	211	211
211	80	66	211	211	80	80	80	80	80	80	80	80	80	80	80	80	80	211	211
211	80	211	211	211	60	211	211	211	211	211	80	66	211	211	211	211	80	211	211
211	80	211	211	211	66	211	211	211	211	211	80	211	211	211	211	211	80	211	211
211	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	211	211
211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211
