0	1	2	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212
212	212	212	212	212	212	212	212	80	80	80	80	80	80	80	80	80	80	212	212
212	212	212	212	212	212	80	80	80	80	80	80	80	80	80	80	80	80	212	212
212	212	212	212	212	212	80	212	80	212	212	212	80	250	251	212	212	80	212	212
212	80	80	80	80	80	80	80	80	80	80	80	80	252	253	212	80	80	212	212
212	80	212	212	212	212	80	80	80	80	80	80	80	80	80	80	80	80	212	212
212	80	212	212	212	212	212	212	212	212	80	212	212	241	212	212	212	80	212	212
212	80	212	212	212	212	212	212	212	212	80	80	80	80	80	80	80	80	212	212
212	80	212	212	212	212	212	212	212	212	80	212	80	80	80	80	212	80	212	212
212	80	66	60	212	212	212	92	66	212	80	212	80	212	212	80	66	80	212	212
212	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	212	212
212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212
