0	0	2	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202
202	202	202	202	80	80	80	80	80	80	80	80	80	80	80	80	202	80	202	202
202	202	202	202	80	80	80	80	80	80	80	80	80	80	80	80	80	80	202	202
202	202	202	202	80	80	202	80	80	80	80	80	80	80	80	80	80	80	202	202
202	202	202	202	80	80	80	80	80	80	80	80	80	80	80	80	80	80	202	202
202	250	251	66	80	82	60	202	202	202	202	82	202	66	80	202	202	80	202	202
202	252	253	82	80	202	202	202	202	202	202	202	202	80	80	202	202	80	202	202
202	202	202	202	80	80	80	80	80	80	80	80	80	80	80	80	80	80	202	202
202	202	202	202	66	202	202	202	202	202	202	202	202	202	202	202	202	80	202	202
202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	241	80	202	202
202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	80	202	202
202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202
