0	0	5	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205
205	80	80	80	80	80	80	80	80	80	80	80	80	80	205	205	80	80	205	205
205	80	80	80	80	80	80	80	80	80	80	80	80	80	205	205	80	80	205	205
205	205	80	80	205	205	205	205	205	80	80	80	80	80	80	80	80	80	205	205
205	66	80	80	241	205	205	205	205	80	205	205	205	80	205	205	205	80	205	205
205	205	80	80	205	205	205	205	205	80	80	80	205	80	205	250	251	80	205	205
205	205	80	80	205	205	205	205	205	80	205	205	60	80	205	252	253	80	205	205
205	205	80	80	205	205	205	205	85	80	205	205	205	80	205	205	66	80	205	205
205	205	205	80	205	205	205	205	205	80	205	205	66	80	205	205	205	80	205	205
205	205	205	80	205	205	205	205	85	80	205	205	205	80	205	205	205	80	205	205
205	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	205	205
205	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205
