0	1	4	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214
214	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	214	214	214
214	80	80	214	214	214	214	60	214	80	214	66	214	214	250	251	80	214	214	214
214	80	80	214	214	214	214	66	214	214	214	214	214	214	252	253	80	214	214	214
214	80	80	80	80	80	80	80	80	80	214	214	214	214	214	214	80	214	214	214
214	80	80	214	214	214	214	214	94	80	80	80	80	80	80	80	80	66	214	214
214	80	80	214	214	214	214	214	214	214	214	214	214	214	214	80	80	214	214	214
214	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	214	214	214
214	80	214	241	214	214	214	214	214	214	214	214	214	214	214	80	80	80	214	214
214	80	80	80	80	80	80	80	80	80	80	80	80	80	214	80	80	80	214	214
214	80	80	80	80	80	80	214	214	214	214	214	214	80	80	80	80	80	214	214
214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214
