0	1	0	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210
210	210	210	210	80	80	80	80	80	80	80	80	80	80	80	80	80	80	210	210
210	210	210	210	210	241	210	66	80	80	210	210	210	80	210	210	210	80	210	210
210	210	210	210	210	210	210	210	80	66	210	210	210	80	250	251	90	80	210	210
210	210	210	210	210	80	80	80	80	210	210	210	210	80	252	253	210	80	210	210
210	210	210	210	210	80	210	80	80	210	210	60	66	80	80	80	80	80	210	210
210	210	210	210	210	80	210	80	80	210	210	210	210	210	210	80	80	80	210	210
210	210	210	210	210	80	210	80	80	80	80	210	210	210	210	210	80	80	210	210
210	210	210	210	210	80	210	210	80	210	80	80	80	80	210	210	210	80	210	210
210	80	210	210	210	80	210	210	80	210	210	210	210	80	210	210	210	80	210	210
210	80	80	80	80	80	80	80	80	210	210	210	210	80	80	80	80	80	210	210
210	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210	210
