0	0	6	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206
206	80	206	80	80	206	206	206	206	206	80	80	80	80	80	80	80	80	206	206
206	80	206	80	80	206	206	206	206	206	80	206	206	206	206	206	80	80	206	206
206	80	80	80	80	206	206	206	206	206	80	80	80	80	80	80	80	80	206	206
206	80	80	206	80	80	80	80	80	80	80	80	80	80	80	80	80	80	206	206
206	80	80	206	206	206	206	206	206	206	206	206	250	251	80	206	80	80	206	206
206	80	206	206	206	206	206	206	206	206	206	206	252	253	80	206	80	80	206	206
206	80	206	206	206	206	206	206	206	206	206	66	66	66	80	206	80	80	206	206
206	80	206	206	206	206	206	206	206	206	241	86	80	80	80	206	80	80	206	206
206	80	206	206	206	60	206	206	86	206	206	206	80	80	80	206	80	80	206	206
206	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	206	206
206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206
