0	2	3	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
255	80	80	80	80	80	80	80	80	80	80	80	255	255	255	255	255	255	255	255
255	80	80	80	80	255	255	255	255	255	255	80	255	255	255	255	255	255	255	255
255	80	80	80	80	255	255	255	255	255	255	80	241	255	255	255	255	255	255	255
255	80	80	80	80	255	255	255	255	255	255	80	66	255	255	255	255	255	255	255
255	80	80	80	80	255	255	255	255	255	255	80	255	255	255	255	255	255	255	255
255	80	80	80	80	255	255	255	255	255	255	80	255	255	255	80	255	255	255	255
255	80	80	80	80	66	255	255	255	255	255	80	255	255	255	80	255	255	255	255
255	80	80	80	255	66	255	250	251	255	255	80	255	255	255	80	60	255	255	255
255	80	80	80	255	255	255	252	253	255	255	80	255	255	255	80	255	255	255	255
255	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	255	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
