0	1	9	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219
219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219
219	219	219	219	219	219	80	80	80	80	80	80	80	80	80	80	219	219	219	219
219	66	219	219	219	219	80	80	80	80	80	80	80	80	80	80	80	80	219	219
219	80	80	80	80	80	80	80	219	219	255	219	219	219	66	80	219	80	219	219
219	80	250	251	66	219	80	80	80	80	80	80	80	80	80	80	80	80	219	219
219	80	252	253	60	80	80	80	80	219	219	219	219	80	80	80	80	80	219	219
219	80	80	80	80	80	80	219	80	219	219	219	219	219	219	219	219	80	219	219
219	80	80	80	80	80	80	80	80	219	219	219	219	219	219	219	219	80	219	219
219	80	219	219	241	80	80	219	219	219	219	219	219	219	219	219	219	80	219	219
219	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	219	219
219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219
