0	0	4	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204
204	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	204	204
204	80	80	80	80	80	80	80	80	80	80	80	80	80	204	204	204	80	204	204
204	80	80	66	204	204	80	204	204	204	204	80	204	80	204	204	204	80	204	204
204	80	80	204	204	66	80	204	204	204	204	80	204	80	80	80	80	80	204	204
204	80	80	80	80	204	80	204	204	204	204	80	204	80	204	204	204	80	204	204
204	80	204	204	204	66	80	204	204	204	204	80	204	80	80	80	80	80	204	204
204	80	204	204	204	204	80	204	204	60	84	80	241	204	84	204	204	204	204	204
204	80	204	204	204	204	80	204	204	250	251	80	204	204	204	204	204	204	204	204
204	80	204	204	204	204	80	84	204	252	253	80	204	204	204	204	204	204	204	204
204	80	80	80	80	80	80	80	80	80	80	80	204	204	204	204	204	204	204	204
204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204
