0	2	4	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
255	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	255	255
255	80	80	255	255	255	255	255	255	60	255	255	255	255	255	255	80	255	255	255
255	80	80	255	255	255	255	255	255	255	255	255	255	255	255	255	80	255	255	255
255	80	80	255	255	255	255	255	255	255	255	255	255	255	255	255	80	255	255	255
255	80	80	255	255	255	255	255	255	255	255	255	255	255	255	255	80	255	255	255
255	80	80	255	255	255	255	255	255	255	255	255	255	255	255	66	80	255	255	255
255	80	80	255	255	255	255	255	255	255	255	255	255	255	250	251	80	255	255	255
255	80	80	66	66	255	255	255	255	255	241	255	255	255	252	253	80	255	255	255
255	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	255	255
255	255	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
